what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266417992706
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266417998532
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266417998919
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266417998919
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418002837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418013719
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418019907
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418051942
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266418054359
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418060205
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418074551
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418109356
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266418127816
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418132201
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266418141044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418141145
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418155555
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266418165176
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418167155
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266418172785
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418172909
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418173911
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418176102
started,bundle,org.eclipse.mylyn.java.tasks,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.tasks",1266418231305
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418233486
