what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1266418770288
activated,editor,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1266418770361
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266418779982
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418792947
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266418793198
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418800431
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1266418802858
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418802957
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418803120
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418812750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418813077
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418855694
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266418855970
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419413950
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419419587
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419442042
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266419451292
activated,editor,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1266419465158
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419505992
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419510585
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266419530077
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266419535311
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266419535539
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266419568998
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266419579718
